#Chrom	Start	End	gene	Strand
chr20	32848170	32848171	ASIP	+
chr20	32899607	32899608	AHCY	-
chr20	32951061	32951062	ITCH	+
chr20	33054129	33054130	MIR644A	+
chr20	33104203	33104204	DYNLRB1	+
chr20	33134691	33134692	MAP1LC3A	+
chr20	33265088	33265089	PIGU	-
chr20	33292147	33292148	TP53INP2	+
chr20	33413432	33413433	NCOA6	-
chr20	33302601	33302602	Unk..100505514	+
chr20	33422264	33422265	HMGB3P1	-
chr20	33460660	33460661	GGT7	-
chr20	33462765	33462766	ACSS2	+
chr20	33543600	33543601	GSS	-
chr20	33543703	33543704	MYH7B	+
chr20	33578178	33578179	MIR499A	+
chr20	33680617	33680618	TRPC4AP	-
chr20	33735160	33735161	EDEM2	-
chr20	33759773	33759774	PROCR	+
chr20	33814538	33814539	MMP24	+
chr20	33872593	33872594	EIF6	-
chr20	33880224	33880225	FAM83C	-
chr20	33999944	33999945	UQCC1	-
chr20	34020828	34020829	GDF5OS	+
chr20	34026026	34026027	GDF5	-
chr20	34041918	34041919	MIR1289.1	-
chr20	34043222	34043223	CEP250	+
chr20	34114569	34114570	Unk..100505595	-
chr20	34117480	34117481	C20orf173	-
chr20	34129777	34129778	ERGIC3	+
chr20	34195483	34195484	FER1L4	-
chr20	34203808	34203809	SPAG4	+
chr20	34252847	34252848	CPNE1	-
chr20	34252837	34252838	RBM12	-
chr20	34287273	34287274	NFS1	-
chr20	34287231	34287232	ROMO1	+
chr20	34330192	34330193	RBM39	-
chr20	34359922	34359923	PHF20	+
chr20	34542427	34542428	SCAND1	-
chr20	34556528	34556529	CNBD2	+
chr20	34638881	34638882	NORAD	-
chr20	34700347	34700348	EPB41L1	+
chr20	34824446	34824447	AAR2	+
chr20	34995443	34995444	DLGAP4	+
chr20	35169896	35169897	MYL9	+
chr20	35202009	35202010	TGIF2	+
chr20	35234166	35234167	C20orf24	+
chr20	35274557	35274558	SLA2	-
chr20	35374480	35374481	NDRG3	-
chr20	35402229	35402230	DSN1	-
chr20	35492086	35492087	SOGA1	-
chr20	35504569	35504570	TLDC2	+
chr20	35580245	35580246	SAMHD1	-
chr20	35724409	35724410	RBL1	-
chr20	35807973	35807974	MROH8	-
chr20	35807455	35807456	RPN2	+
chr20	35885298	35885299	GHRH	-
chr20	35918050	35918051	MANBAL	+
chr20	35973087	35973088	SRC	+
chr20	36156332	36156333	BLCAP	-
chr20	36149606	36149607	NNAT	+
chr20	36305311	36305312	LOC100287792	+
chr20	36322433	36322434	CTNNBL1	+
chr20	36531498	36531499	VSTM2L	+
chr20	36661832	36661833	TTI1	-
chr20	36661947	36661948	RPRD1B	+
chr20	36793699	36793700	TGM2	-
chr20	36889173	36889174	KIAA1755	-
chr20	36932551	36932552	BPI	+
chr20	36974884	36974885	LBP	+
chr20	37064017	37064018	SNHG17	-
chr20	37053977	37053978	SNORA71B	-
chr20	37056085	37056086	SNORA71A	-
chr20	37058446	37058447	SNORA71C	-
chr20	37062641	37062642	SNORA71D	-
chr20	37075296	37075297	SNHG11	+
chr20	37076725	37076726	SNORA71E	+
chr20	37078011	37078012	SNORA60	+
chr20	37101485	37101486	RALGAPB	+
chr20	37209837	37209838	ADIG	+
chr20	37230576	37230577	ARHGAP40	+
chr20	37353104	37353105	SLC32A1	+
chr20	37377096	37377097	ACTR5	+
chr20	37434347	37434348	PPP1R16B	+
chr20	37554954	37554955	FAM83D	+
chr20	37590980	37590981	DHX35	+
chr20	37853390	37853391	LINC01734	-
chr20	38633102	38633103	LINC01370	+
chr20	39317875	39317876	MAFB	-
chr20	39609425	39609426	LOC100128988	+
chr20	39657461	39657462	TOP1	+
chr20	39766639	39766640	Unk..100505725	-
chr20	39766160	39766161	PLCG1	+
chr20	39928738	39928739	ZHX3	-
chr20	39969559	39969560	LPIN3	+
chr20	39995497	39995498	EMILIN3	-
chr20	40024067	40024068	Unk..100505744	+
chr20	40247132	40247133	CHD6	-
chr20	41818556	41818557	PTPRT	-
chr20	42086503	42086504	SRSF6	+
chr20	42143052	42143053	L3MBTL1	+
chr20	42178431	42178432	Unk..100505763	+
chr20	42187685	42187686	SGK2	+
chr20	42219578	42219579	IFT52	+
chr20	42295708	42295709	MYBL2	+
chr20	42355641	42355642	GTSF1L	-
chr20	42543491	42543492	TOX2	+
chr20	42816217	42816218	JPH2	-
chr20	42839430	42839431	OSER1	-
chr20	42839512	42839513	OSER1.AS1	+
chr20	42875907	42875908	GDAP1L1	+
chr20	42939888	42939889	FITM2	-
chr20	42965625	42965626	R3HDML	+
chr20	42984440	42984441	HNF4A	+
chr20	43104546	43104547	TTPAL	+
chr20	43150725	43150726	SERINC3	-
chr20	43160435	43160436	PKIG	+
chr20	43280375	43280376	ADA	-
chr20	43300379	43300380	LINC01260	-
chr20	43343884	43343885	WISP2	+
chr20	43374487	43374488	KCNK15	+
chr20	43438911	43438912	RIMS4	-
chr20	43514343	43514344	YWHAB	+
chr20	43538702	43538703	PABPC1L	+
chr20	43589113	43589114	TOMM34	-
chr20	43595098	43595099	STK4.AS1	-
chr20	43595119	43595120	STK4	+
chr20	43729752	43729753	KCNS1	-
chr20	43743802	43743803	WFDC5	-
chr20	43753105	43753106	WFDC12	-
chr20	43803539	43803540	PI3	+
chr20	43835637	43835638	SEMG1	+
chr20	43850009	43850010	SEMG2	+
chr20	43883205	43883206	SLPI	-
chr20	43936966	43936967	MATN4	-
chr20	43935490	43935491	RBPJL	+
chr20	43977063	43977064	SDC4	-
chr20	43991700	43991701	SYS1	+
chr20	43991839	43991840	SYS1.DBNDD2	+
chr20	44006956	44006957	TP53TG5	-
chr20	44036705	44036706	Unk..100128997	-
chr20	44034670	44034671	DBNDD2	+
chr20	44044706	44044707	PIGT	+
chr20	44074070	44074071	Unk..100130157	+
chr20	44098393	44098394	WFDC2	+
chr20	44144263	44144264	SPINT3	-
chr20	44168133	44168134	WFDC6	-
chr20	44176027	44176028	EPPIN	-
chr20	44207964	44207965	WFDC8	-
chr20	44259906	44259907	WFDC9	-
chr20	44258384	44258385	WFDC10A	+
chr20	44298877	44298878	WFDC11	-
chr20	44333657	44333658	WFDC10B	-
chr20	44330654	44330655	WFDC13	+
chr20	44350987	44350988	SPINT4	+
chr20	44420546	44420547	WFDC3	-
chr20	44420575	44420576	DNTTIP1	+
chr20	44441254	44441255	UBE2C	+
chr20	44455952	44455953	TNNC2	-
chr20	44462469	44462470	SNX21	+
chr20	44486034	44486035	ACOT8	-
chr20	44486261	44486262	ZSWIM3	+
chr20	44509847	44509848	ZSWIM1	+
chr20	44516237	44516238	SPATA25	-
chr20	44519900	44519901	NEURL2	-
chr20	44519590	44519591	CTSA	+
chr20	44540785	44540786	PLTP	-
chr20	44563316	44563317	PCIF1	+
chr20	44600832	44600833	ZNF335	-
chr20	44637546	44637547	MMP9	+
chr20	44650711	44650712	Unk..100128028	-
chr20	44650328	44650329	SLC12A5	+
chr20	44718579	44718580	NCOA5	-
chr20	44746905	44746906	CD40	+
chr20	44880333	44880334	CDH22	-
chr20	44993063	44993064	SLC35C2	-
chr20	45035270	45035271	ELMO2	-
chr20	45093930	45093931	Unk..100240726	-
chr20	45142193	45142194	ZNF334	-
chr20	45179212	45179213	OCSTAMP	-
chr20	45313123	45313124	SLC13A3	-
chr20	45318275	45318276	TP53RK	-
chr20	45338278	45338279	SLC2A10	+
chr20	45523262	45523263	EYA2	+
chr20	45530386	45530387	Unk..100505944	-
chr20	45985473	45985474	ZMYND8	-
chr20	45947245	45947246	LOC100131496	+
chr20	45981304	45981305	Unk..100505963	+
chr20	46130600	46130601	NCOA3	+
chr20	46415359	46415360	SULF2	-
chr20	46579542	46579543	Unk..100505983	+
chr20	46606860	46606861	Unk..100130589	-
chr20	46611969	46611970	Unk..100506034	+
chr20	46748993	46748994	Unk..100506053	+
chr20	46988653	46988654	LINC00494	+
chr20	47099565	47099566	Unk..100506069	+
chr20	47444419	47444420	PREX1	-
chr20	47538274	47538275	ARFGEF2	+
chr20	47662837	47662838	CSE1L	+
chr20	47804903	47804904	STAU1	-
chr20	47835831	47835832	DDX27	+
chr20	47894755	47894756	ZNFX1	-
chr20	47894714	47894715	ZFAS1	+
chr20	47895481	47895482	SNORD12C	+
chr20	47896849	47896850	SNORD12B	+
chr20	47897219	47897220	SNORD12	+
chr20	48099180	48099181	KCNB1	-
chr20	48184706	48184707	PTGIS	-
chr20	48232411	48232412	Unk..728671	+
chr20	48330420	48330421	B4GALT5	-
chr20	48429249	48429250	SLC9A8	+
chr20	48532079	48532080	SPATA2	-
chr20	48552913	48552914	RNF114	+
chr20	48599512	48599513	SNAI1	+
chr20	48732493	48732494	UBE2V1	-
chr20	48770334	48770335	TMEM189.UBE2V1	-
chr20	48770334	48770335	TMEM189	-
chr20	48807375	48807376	CEBPB	+
chr20	48884034	48884035	SMIM25	+
chr20	48909256	48909257	LINC01270	+
chr20	49126890	49126891	PTPN1	+
chr20	49194577	49194578	Unk..100506153	-
chr20	49202322	49202323	MIR645	+
chr20	49253425	49253426	RIPOR3	-
chr20	49231321	49231322	MIR1302.5	-
chr20	49262007	49262008	LOC100506175	+
chr20	49348080	49348081	PARD6B	+
chr20	49411466	49411467	BCAS4	+
chr20	49547526	49547527	ADNP	-
chr20	49575059	49575060	DPM1	-
chr20	49575362	49575363	MOCS3	+
chr20	49639674	49639675	KCNG1	-
chr20	50002233	50002234	Unk..100506194	+
chr20	50179167	50179168	NFATC2	-
chr20	50018218	50018219	MIR548B	-
chr20	50069513	50069514	MIR3194	-
chr20	50384907	50384908	ATP9A	-
chr20	50419047	50419048	SALL4	-
chr20	50808523	50808524	ZFP64	-
chr20	51588945	51588946	TSHZ2	+
chr20	52199635	52199636	ZNF217	-
chr20	52492247	52492248	SUMO1P1	-
chr20	52687303	52687304	BCAS1	-
chr20	52790515	52790516	CYP24A1	-
chr20	52824501	52824502	PFDN4	+
chr20	53092265	53092266	DOK5	+
chr20	54580011	54580012	CBLN4	-
chr20	54823787	54823788	MC3R	+
chr20	54933982	54933983	FAM210B	+
chr20	54967350	54967351	AURKA	-
chr20	54967426	54967427	CSTF1	+
chr20	54987167	54987168	CASS4	+
chr20	55043646	55043647	RTFDC1	+
chr20	55100980	55100981	GCNT7	-
chr20	55097412	55097413	Unk..100130156	+
chr20	55099784	55099785	FAM209A	+
chr20	55108301	55108302	FAM209B	+
chr20	55204357	55204358	TFAP2C	+
chr20	55841706	55841707	BMP7	-
chr20	55896646	55896647	MIR4325	-
chr20	55904830	55904831	SPO11	+
chr20	55926144	55926145	RAE1	+
chr20	55934877	55934878	MTRNR2L3	-
chr20	55968117	55968118	LOC100291105	-
chr20	55966462	55966463	RBM38	+
chr20	56100153	56100154	CTCFL	-
chr20	56136136	56136137	PCK1	+
chr20	56195631	56195632	ZBP1	-
chr20	56286540	56286541	PMEPA1	-
chr20	56725982	56725983	C20orf85	+
chr20	56803708	56803709	ANKRD60	-
chr20	56884494	56884495	PPP4R1L	-
chr20	56884770	56884771	RAB22A	+
chr20	56911753	56911754	Unk..100506296	+
chr20	56964244	56964245	VAPB	+
chr20	57089948	57089949	APCDD1L	-
chr20	57090434	57090435	APCDD1L.AS1	+
chr20	57209826	57209827	LINC01711	+
chr20	57226327	57226328	STX16	+
chr20	57267861	57267862	NPEPL1	+
chr20	57348480	57348481	Unk..100506348	+
chr20	57392748	57392749	MIR296	-
chr20	57393367	57393368	MIR298	-
chr20	57425957	57425958	GNAS.AS1	-
chr20	57414794	57414795	GNAS	+
chr20	57556310	57556311	NELFCD	+
chr20	57582308	57582309	CTSZ	-
chr20	57594308	57594309	TUBB1	+
chr20	57607421	57607422	ATP5E	-
chr20	57617900	57617901	PRELID3B	-
chr20	57729903	57729904	Unk..100287547	-
chr20	57766074	57766075	ZNF831	+
chr20	57875498	57875499	EDN3	+
chr20	58179602	58179603	PHACTR3	+
chr20	58203333	58203334	LOC100506384	-
chr20	58507208	58507209	SYCP2	-
chr20	58508818	58508819	FAM217B	+
chr20	58515351	58515352	PPP1R3D	-
chr20	58533470	58533471	CDH26	+
chr20	58630979	58630980	C20orf197	+
chr20	58662988	58662989	LOC729296	+
chr20	58883531	58883532	MIR646	+
chr20	59654175	59654176	LINC01718	+
chr20	59827558	59827559	CDH4	+
chr20	60294803	60294804	LOC100128310	-
chr20	60528717	60528718	MIR1257	-
chr20	60640865	60640866	TAF4	-
chr20	60697516	60697517	LSM14B	+
chr20	60718473	60718474	PSMA7	-
chr20	60718821	60718822	SS18L1	+
chr20	60758080	60758081	MTG2	+
chr20	60795322	60795323	HRH3	-
chr20	60807015	60807016	Unk..400850	+
chr20	60813579	60813580	OSBPL2	+
chr20	60878026	60878027	ADRM1	+
chr20	60942367	60942368	LAMA5	-
chr20	60928061	60928062	Unk..100506553	+
chr20	60962120	60962121	RPS21	+
chr20	60982338	60982339	CABLES2	-
chr20	61002628	61002629	RBBP8NL	-
chr20	61051025	61051026	GATA5	-
chr20	61148767	61148768	C20orf166.AS1	-
chr20	61147659	61147660	MIR1.1HG	+
chr20	61151512	61151513	MIR1.1	+
chr20	61162118	61162119	MIR133A2	+
chr20	61172796	61172797	Unk..100131174	+
chr20	61265123	61265124	Unk..100505735	+
chr20	61274655	61274656	Unk..149650	-
chr20	61273796	61273797	SLCO4A1	+
chr20	61297972	61297973	SLCO4A1.AS1	-
chr20	61340188	61340189	NTSR1	+
chr20	61409069	61409070	Unk..100505843	+
chr20	61427804	61427805	MRGBP	+
chr20	61436176	61436177	OGFR	+
chr20	61448413	61448414	COL9A3	+
chr20	61493114	61493115	TCFL5	-
chr20	61476475	61476476	DPH3P1	+
chr20	61569303	61569304	DIDO1	-
chr20	61569440	61569441	GID8	+
chr20	61583998	61583999	SLC17A9	+
chr20	61638386	61638387	BHLHE23	-
chr20	61640734	61640735	LINC01749	+
chr20	61668379	61668380	LINC00029	-
chr20	61669362	61669363	LINC01056	+
chr20	61733670	61733671	HAR1B	-
chr20	61732643	61732644	HAR1A	+
chr20	61809851	61809852	MIR124.3	+
chr20	61847537	61847538	YTHDF1	-
chr20	61867275	61867276	BIRC7	+
chr20	61870130	61870131	MIR3196	+
chr20	61885891	61885892	NKAIN4	-
chr20	61885329	61885330	FLJ16779	+
chr20	61904164	61904165	ARFGAP1	+
chr20	61918159	61918160	MIR4326	+
chr20	61924537	61924538	COL20A1	+
chr20	61992694	61992695	CHRNA4	-
chr20	62103992	62103993	KCNQ2	-
chr20	62130504	62130505	EEF1A2	-
chr20	62152132	62152133	PPDPF	+
chr20	62168706	62168707	PTK6	-
chr20	62178856	62178857	SRMS	-
chr20	62184372	62184373	FNDC11	+
chr20	62205591	62205592	HELZ2	-
chr20	62258380	62258381	GMEB2	-
chr20	62258586	62258587	MHENCR	+
chr20	62284779	62284780	STMN3	-
chr20	62289646	62289647	RTEL1	+
chr20	62326287	62326288	TNFRSF6B	+
chr20	62339354	62339355	ARFRP1	-
chr20	62338793	62338794	ZGPAT	+
chr20	62367977	62367978	LIME1	+
chr20	62371210	62371211	SLC2A4RG	+
chr20	62436855	62436856	ZBTB46	-
chr20	62479664	62479665	C20orf181	-
chr20	62492565	62492566	ABHD16B	+
chr20	62496589	62496590	TPD52L2	+
chr20	62526517	62526518	DNAJC5	+
chr20	62550905	62550906	MIR941.2	+
chr20	62551436	62551437	MIR941.1	+
chr20	62587799	62587800	UCKL1	-
chr20	62572896	62572897	MIR1914	-
chr20	62574078	62574079	MIR647	-
chr20	62584736	62584737	UCKL1.AS1	+
chr20	62601217	62601218	ZNF512B	-
chr20	62610994	62610995	SAMD10	-
chr20	62612430	62612431	PRPF6	+
chr20	62665696	62665697	C20orf204	+
chr20	62680978	62680979	SOX18	-
chr20	62688438	62688439	TCEA2	+
chr20	62711323	62711324	RGS19	-
chr20	62711487	62711488	OPRL1	+
chr20	62715711	62715712	LKAAEAR1	-
chr20	62738183	62738184	NPBWR2	-
chr20	62795826	62795827	MYT1	+
chr20	62887047	62887048	PCMTD2	+
chr21	9968584	9968585	TEKT4P2	-
chr21	10990919	10990920	TPTE	-
chr21	11058322	11058323	BAGE3	-
chr21	11059816	11059817	BAGE	-
chr21	14410486	14410487	ANKRD30BP2	+
chr21	14529381	14529382	ZNF355P	-
chr21	14778780	14778781	MIR3156.3	-
chr21	14982497	14982498	POTED	+
chr21	15017170	15017171	Unk..100422890	-
chr21	15053458	15053459	Unk..441956	-
chr21	15220684	15220685	Unk..54094	-
chr21	15352764	15352765	ANKRD20A11P	-
chr21	15579253	15579254	LIPI	-
chr21	15588465	15588466	RBM11	+
chr21	15646119	15646120	ABCC13	+
chr21	15755508	15755509	HSPA13	-
chr21	15918663	15918664	SAMSN1	-
chr21	16015421	16015422	LOC388813	-
chr21	16437125	16437126	NRIP1	-
chr21	17102495	17102496	USP25	+
chr21	17442841	17442842	MIR99AHG	+
chr21	17911408	17911409	MIR99A	+
chr21	17912147	17912148	MIRLET7C	+
chr21	17962556	17962557	MIR125B2	+
chr21	18811236	18811237	LINC01549	+
chr21	18885329	18885330	CXADR	+
chr21	18891310	18891311	BTF3L4P1	-
chr21	18985267	18985268	BTG3	-
chr21	19191702	19191703	C21orf91	-
chr21	19257924	19257925	CHODL.AS1	-
chr21	19617149	19617150	CHODL	+
chr21	19775969	19775970	TMPRSS15	-
chr21	20339375	20339376	Unk..100505973	-
chr21	22175425	22175426	LINC00320	-
chr21	22370632	22370633	NCAM2	+
chr21	26804012	26804013	LINC00158	-
chr21	26934456	26934457	MIR155HG	+
chr21	26946291	26946292	MIR155	+
chr21	26955535	26955536	LINC00515	-
chr21	26979800	26979801	MRPL39	-
chr21	27011588	27011589	JAM2	+
chr21	27107964	27107965	ATP5J	-
chr21	27107328	27107329	GABPA	+
chr21	27543137	27543138	APP	-
chr21	27530410	27530411	Unk..100289065	+
chr21	27762454	27762455	Unk..100506140	+
chr21	27945580	27945581	CYYR1	-
chr21	28217727	28217728	ADAMTS1	-
chr21	28339438	28339439	ADAMTS5	-
chr21	29094697	29094698	LINC00113	+
chr21	29385681	29385682	LINC00314	+
chr21	29911639	29911640	LINC00161	+
chr21	30257692	30257693	N6AMT1	-
chr21	30365276	30365277	LTN1	-
chr21	30391684	30391685	RWDD2B	-
chr21	30396937	30396938	USP16	+
chr21	30446009	30446010	CCT8	-
chr21	30452872	30452873	MAP3K7CL	+
chr21	30565800	30565801	LINC00189	+
chr21	30671219	30671220	BACH1	+
chr21	31312281	31312282	GRIK1	-
chr21	30968359	30968360	GRIK1.AS2	+
chr21	31120493	31120494	GRIK1.AS1	+
chr21	31538970	31538971	CLDN17	-
chr21	31588468	31588469	CLDN8	-
chr21	31655275	31655276	KRTAP24.1	-
chr21	31661831	31661832	KRTAP25.1	-
chr21	31692606	31692607	KRTAP26.1	-
chr21	31710011	31710012	KRTAP27.1	-
chr21	31720923	31720924	KRTAP23.1	-
chr21	31744556	31744557	KRTAP13.2	-
chr21	31747695	31747696	MIR4327	-
chr21	31768391	31768392	KRTAP13.1	+
chr21	31798229	31798230	KRTAP13.3	-
chr21	31802593	31802594	KRTAP13.4	+
chr21	31812645	31812646	KRTAP15.1	+
chr21	31852635	31852636	KRTAP19.1	-
chr21	31859666	31859667	KRTAP19.2	-
chr21	31864274	31864275	KRTAP19.3	-
chr21	31869427	31869428	KRTAP19.4	-
chr21	31874407	31874408	KRTAP19.5	-
chr21	31914180	31914181	KRTAP19.6	-
chr21	31933607	31933608	KRTAP19.7	-
chr21	31962715	31962716	KRTAP22.2	-
chr21	31964758	31964759	KRTAP6.3	+
chr21	31971192	31971193	KRTAP6.2	-
chr21	31973439	31973440	KRTAP22.1	+
chr21	31986222	31986223	KRTAP6.1	-
chr21	31988773	31988774	KRTAP20.1	+
chr21	31992945	31992946	KRTAP20.4	+
chr21	32007582	32007583	KRTAP20.2	+
chr21	32015182	32015183	KRTAP20.3	+
chr21	32091094	32091095	KRTAP21.3	-
chr21	32119519	32119520	KRTAP21.2	-
chr21	32127695	32127696	KRTAP21.1	-
chr21	32185569	32185570	KRTAP8.1	-
chr21	32202050	32202051	KRTAP7.1	-
chr21	32253873	32253874	KRTAP11.1	-
chr21	32410794	32410795	KRTAP19.8	-
chr21	32931289	32931290	TIAM1	-
chr21	32931563	32931564	LOC150051	+
chr21	33031934	33031935	SOD1	+
chr21	33104430	33104431	SCAF4	-
chr21	33245627	33245628	HUNK	+
chr21	33452628	33452629	Unk..54070	+
chr21	33651375	33651376	MIS18A	-
chr21	33664123	33664124	MRAP	+
chr21	33765311	33765312	URB1	-
chr21	33749630	33749631	SNORA80A	-
chr21	33765441	33765442	URB1.AS1	+
chr21	33784751	33784752	EVA1C	+
chr21	33957844	33957845	TCP10L	-
chr21	33984917	33984918	C21orf59	-
chr21	34100350	34100351	SYNJ1	-
chr21	34100424	34100425	PAXBP1.AS1	+
chr21	34144168	34144169	PAXBP1	-
chr21	34144410	34144411	C21orf62.AS1	+
chr21	34186052	34186053	C21orf62	-
chr21	34398238	34398239	OLIG2	+
chr21	34442449	34442450	OLIG1	+
chr21	34542540	34542541	LINC01548	-
chr21	34602230	34602231	IFNAR2	+
chr21	34638564	34638565	IL10RB.AS1	-
chr21	34638671	34638672	IL10RB	+
chr21	34697213	34697214	IFNAR1	+
chr21	34775201	34775202	IFNGR2	+
chr21	34818978	34818979	Unk..100506260	-
chr21	34852280	34852281	TMEM50B	-
chr21	34864022	34864023	DNAJC28	-
chr21	34915197	34915198	GART	-
chr21	34915349	34915350	SON	+
chr21	34961013	34961014	DONSON	-
chr21	34957696	34957697	Unk..100506284	+
chr21	35014159	35014160	CRYZL1	-
chr21	35014783	35014784	ITSN1	+
chr21	35288157	35288158	ATP5O	-
chr21	35303419	35303420	LINC00649	+
chr21	35321229	35321230	Unk..400863	+
chr21	35445822	35445823	MRPS6	+
chr21	35445869	35445870	SLC5A3	+
chr21	35552977	35552978	LINC00310	+
chr21	35736322	35736323	KCNE2	+
chr21	35747748	35747749	SMIM11A	+
chr21	35796263	35796264	SMIM34A	-
chr21	35883612	35883613	KCNE1	-
chr21	35987381	35987382	RCAN1	-
chr21	35951009	35951010	Unk..100506369	-
chr21	36041687	36041688	CLIC6	+
chr21	36096104	36096105	LINC00160	+
chr21	36118143	36118144	LINC01426	+
chr21	36421594	36421595	RUNX1	-
chr21	36411722	36411723	RUNX1.IT1	-
chr21	36953061	36953062	LOC100506403	-
chr21	37093012	37093013	MIR802	+
chr21	37432815	37432816	SETD4	-
chr21	37442284	37442285	CBR1	+
chr21	37507262	37507263	CBR3	+
chr21	37528603	37528604	CBR3.AS1	-
chr21	37536838	37536839	DOPEY2	+
chr21	37692486	37692487	MORC3	+
chr21	37757688	37757689	CHAF1B	+
chr21	37948866	37948867	CLDN14	-
chr21	38071990	38071991	SIM2	+
chr21	38362535	38362536	HLCS	-
chr21	38378862	38378863	RIPPLY3	+
chr21	38445457	38445458	PIGP	-
chr21	38445570	38445571	TTC3	+
chr21	38580954	38580955	DSCR9	+
chr21	38639832	38639833	DSCR3	-
chr21	38739858	38739859	DYRK1A	+
chr21	39288695	39288696	KCNJ6	-
chr21	39457579	39457580	DSCR4	-
chr21	39493544	39493545	DSCR8	+
chr21	39578249	39578250	DSCR10	+
chr21	39628663	39628664	KCNJ15	+
chr21	40033703	40033704	ERG	-
chr21	40145400	40145401	LINC00114	-
chr21	40177848	40177849	ETS2	+
chr21	40310352	40310353	LOC400867	-
chr21	40378758	40378759	Unk..100506471	-
chr21	40555439	40555440	PSMG1	-
chr21	40685555	40685556	BRWD1	-
chr21	40686887	40686888	Unk..257357	-
chr21	40721046	40721047	HMGN1	-
chr21	40752212	40752213	WRB	+
chr21	40816127	40816128	LCA5L	-
chr21	40817796	40817797	SH3BGR	+
chr21	40984748	40984749	B3GALT5.AS1	-
chr21	41029253	41029254	B3GALT5	+
chr21	41117333	41117334	IGSF5	+
chr21	41239346	41239347	PCP4	+
chr21	42219038	42219039	DSCAM	-
chr21	41755009	41755010	DSCAM.AS1	+
chr21	42519990	42519991	LINC00323	-
chr21	42539483	42539484	MIR3197	+
chr21	42539727	42539728	BACE2	+
chr21	42557165	42557166	PLAC4	-
chr21	42688660	42688661	FAM3B	+
chr21	42733949	42733950	MX2	+
chr21	42792519	42792520	MX1	+
chr21	42880084	42880085	TMPRSS2	-
chr21	43099461	43099462	LINC00111	+
chr21	43135934	43135935	LINC00479	-
chr21	43136595	43136596	LINC00112	+
chr21	43187248	43187249	RIPK4	-
chr21	43299590	43299591	PRDM15	-
chr21	43373998	43373999	C2CD2	-
chr21	43430495	43430496	ZBTB21	-
chr21	43442112	43442113	ZNF295.AS1	+
chr21	43491425	43491426	UMODL1	+
chr21	43528643	43528644	UMODL1.AS1	-
chr21	43619798	43619799	ABCG1	+
chr21	43688661	43688662	Unk..100505764	+
chr21	43735705	43735706	TFF3	-
chr21	43771207	43771208	TFF2	-
chr21	43786643	43786644	TFF1	-
chr21	43816199	43816200	TMPRSS3	-
chr21	43824018	43824019	UBASH3A	+
chr21	43916400	43916401	RSPH1	-
chr21	43916117	43916118	Unk..645446	+
chr21	43919741	43919742	SLC37A1	+
chr21	44073861	44073862	PDE9A	+
chr21	44299677	44299678	WDR4	-
chr21	44313377	44313378	NDUFV3	+
chr21	44394642	44394643	PKNOX1	+
chr21	44496471	44496472	CBS	-
chr21	44527687	44527688	U2AF1	-
chr21	44582386	44582387	Unk..100288336	-
chr21	44589140	44589141	CRYAA	+
chr21	44751878	44751879	LINC00322	-
chr21	44782567	44782568	Unk..100505974	-
chr21	44783211	44783212	Unk..400870	+
chr21	44847001	44847002	SIK1	-
chr21	44869903	44869904	LINC00319	+
chr21	44898102	44898103	LINC00313	-
chr21	44885188	44885189	Unk..100506021	+
chr21	45079373	45079374	HSF2BP	-
chr21	45079431	45079432	RRP1B	+
chr21	45138977	45138978	PDXK	+
chr21	45196258	45196259	CSTB	-
chr21	45209417	45209418	RRP1	+
chr21	45232447	45232448	AATBC	-
chr21	45285115	45285116	AGPAT3	+
chr21	45432205	45432206	TRAPPC10	+
chr21	45527207	45527208	PWP2	+
chr21	45553493	45553494	C21orf33	+
chr21	45593579	45593580	Unk..100129890	-
chr21	45660833	45660834	ICOSLG	-
chr21	45682098	45682099	DNMT3L	-
chr21	45705762	45705763	AIRE	+
chr21	45719924	45719925	PFKL	+
chr21	45759284	45759285	C21orf2	-
chr21	45755734	45755735	Unk..100505684	+
chr21	45773483	45773484	TRPM2	+
chr21	45875392	45875393	LRRC3	+
chr21	45879819	45879820	Unk..54083	+
chr21	45905453	45905454	Unk..100505727	+
chr21	46131494	46131495	TSPEAR	-
chr21	45937097	45937098	TSPEAR.AS2	+
chr21	45960077	45960078	KRTAP10.1	-
chr21	45971387	45971388	KRTAP10.2	-
chr21	45978642	45978643	KRTAP10.3	-
chr21	45993605	45993606	KRTAP10.4	+
chr21	46000480	46000481	KRTAP10.5	-
chr21	46012385	46012386	KRTAP10.6	-
chr21	46020496	46020497	KRTAP10.7	+
chr21	46031995	46031996	KRTAP10.8	+
chr21	46047039	46047040	KRTAP10.9	+
chr21	46057272	46057273	KRTAP10.10	+
chr21	46066330	46066331	KRTAP10.11	+
chr21	46074575	46074576	KRTAP12.4	-
chr21	46077848	46077849	KRTAP12.3	+
chr21	46086843	46086844	KRTAP12.2	-
chr21	46102077	46102078	KRTAP12.1	-
chr21	46117086	46117087	KRTAP10.12	+
chr21	46221737	46221738	UBE2G2	-
chr21	46238043	46238044	SUMO3	-
chr21	46293740	46293741	PTTG1IP	-
chr21	46348752	46348753	ITGB2	-
chr21	46340965	46340966	ITGB2.AS1	+
chr21	46359827	46359828	LINC01547	-
chr21	46359954	46359955	FAM207A	+
chr21	46414000	46414001	LINC00163	-
chr21	46424641	46424642	PICSAR	-
chr21	46493125	46493126	SSR4P1	-
